Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spring ,5/31/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,412,1.9%,8,131,1015,4,18989,36,2,3
Summer ,6/1/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,550.5,1.3%,7,84,618,7,18370,96,3,15
Summer ,6/2/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,614.5,0.9%,6,210,1222,3,19608,54,12,6
Summer ,6/3/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,17.6,1.4%,0,54,14,7,46337,94,8,6
Summer ,6/4/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,125.6,1.7%,2,166,358,7,57173,57,3,3
Summer ,6/5/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,142.3,0.9%,1,76,98,1,5366,86,0,15
Summer ,6/6/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,444.8,1.1%,5,137,671,6,49949,80,1,12
Summer ,6/7/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,131.6,1.4%,2,57,109,4,30031,74,12,14
Summer ,6/8/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,272,1.7%,5,69,334,4,16822,50,10,20
Summer ,6/9/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,80.6,1.3%,1,94,102,1,11249,75,0,11
Summer ,6/10/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,115.1,1.5%,2,116,200,3,28174,76,3,8
Summer ,6/11/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,7,1.5%,0,214,23,4,17131,61,9,8
Summer ,6/12/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,551.9,1.2%,7,144,962,0,1032,60,10,6
Summer ,6/13/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,121.1,1.7%,2,130,273,1,3715,100,3,11
Summer ,6/14/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,387.3,1.0%,4,124,466,0,722,89,3,3
Summer ,6/15/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,397.2,1.7%,7,180,1248,3,26729,76,9,11
Summer ,6/16/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,52.2,1.5%,1,163,133,7,22601,65,4,3
Summer ,6/17/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,205.7,1.5%,3,168,508,2,17854,47,13,15
Summer ,6/18/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,16.3,1.4%,0,122,29,1,4954,82,11,17
Summer ,6/19/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,92.7,1.5%,1,216,310,6,32921,64,4,9
Summer ,6/20/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,61.7,1.0%,1,170,110,5,15583,87,2,12
Summer ,6/21/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,133.4,1.0%,1,95,124,2,18886,78,9,9
Summer ,6/22/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,150.1,1.2%,2,166,311,1,6502,70,5,12
Summer ,6/23/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,54.9,1.7%,1,61,58,6,40558,74,12,5
Summer ,6/24/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,298.6,1.4%,4,213,928,1,5882,63,10,8
Summer ,6/25/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,113.8,1.4%,2,118,195,6,50568,82,5,14
Summer ,6/26/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,412.2,1.4%,6,133,750,5,43654,61,2,15
Summer ,6/27/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,297.7,0.9%,3,179,504,5,15893,77,10,3
Summer ,6/28/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,13.4,1.0%,0,220,29,2,9804,70,11,11
Summer ,6/29/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,203.2,1.3%,3,64,167,0,1032,91,5,11
Summer ,6/30/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,617.9,1.0%,6,62,377,0,929,66,5,15
Summer ,7/1/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,562.5,1.2%,7,122,826,4,10939,46,5,3
Summer ,7/2/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,106.9,1.1%,1,192,221,0,826,61,0,5
Summer ,7/3/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,591.3,1.3%,8,93,727,4,21569,90,1,11
Summer ,7/4/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,104.4,1.4%,1,207,313,1,5160,70,10,11
Summer ,7/5/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,62.7,1.7%,1,156,167,7,25387,48,11,17
Summer ,7/6/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,236.5,1.8%,4,172,725,4,21672,51,5,14
Summer ,7/7/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,294.5,1.5%,5,126,574,6,26626,93,8,9
Summer ,7/8/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1.7,0.9%,0,100,2,7,22910,78,0,18
Summer ,7/9/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,490.6,1.0%,5,110,525,4,30547,93,13,20
Summer ,7/10/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,92.1,1.1%,1,76,77,3,19711,92,15,6
Summer ,7/11/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,4.7,1.2%,0,196,11,3,7740,87,10,15
Summer ,7/12/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,151.7,1.4%,2,152,317,5,43550,66,3,9
Summer ,7/13/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,183.7,1.2%,2,94,211,6,43963,76,8,3
Summer ,7/14/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,443.2,1.7%,7,88,655,4,33850,56,12,12
Summer ,7/15/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,66.7,0.9%,1,88,54,2,12590,76,3,3
Summer ,7/16/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,4.7,1.6%,0,216,16,7,37152,73,3,14
Summer ,7/17/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,167,1.2%,2,154,307,7,59856,71,3,11
Summer ,7/18/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,213.8,1.3%,3,74,203,6,46440,105,1,9
Summer ,7/19/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,459,1.6%,7,111,837,2,19505,93,14,9
Summer ,7/20/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,517.8,1.4%,7,66,475,4,37565,93,12,8
Summer ,7/21/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,606.7,0.9%,6,95,531,6,41590,60,7,9
Summer ,7/22/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,200.6,1.6%,3,113,365,2,18886,65,6,9
Summer ,7/23/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,203.7,1.6%,3,158,506,2,12178,76,13,6
Summer ,7/24/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,213.7,1.7%,4,59,222,6,51600,76,6,9
Summer ,7/25/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,340.4,1.7%,6,157,924,7,30857,66,5,8
Summer ,7/26/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,159.9,1.3%,2,124,252,3,20640,71,2,15
Summer ,7/27/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,41.9,0.9%,0,205,80,0,310,70,1,11
Summer ,7/28/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,23.4,1.1%,0,72,19,2,16615,91,11,9
Summer ,7/29/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,146,1.0%,1,134,194,2,6089,51,11,6
Summer ,7/30/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,33,1.5%,0,199,98,1,7327,78,9,18
Summer ,7/31/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,133.1,0.9%,1,64,76,1,11352,92,2,2
Summer ,8/1/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,13.4,1.5%,0,74,16,7,36636,70,10,6
Summer ,8/2/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,8.2,1.7%,0,185,26,4,15067,70,3,8
Summer ,8/3/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,554.3,1.6%,9,199,1735,0,1238,55,2,21
Summer ,8/4/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,375.6,1.6%,6,213,1309,4,12281,86,2,6
Summer ,8/5/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,677.4,1.6%,11,146,1636,3,11455,94,8,11
Summer ,8/6/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,23.2,1.0%,0,113,26,6,49226,81,12,2
Summer ,8/7/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,95.8,1.8%,2,75,128,3,14448,110,7,15
Summer ,8/8/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,731.7,1.3%,9,228,2189,5,43654,53,15,2
Summer ,8/9/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,167.7,0.9%,2,85,133,5,28896,105,4,12
Summer ,8/10/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,8.7,1.0%,0,61,5,2,19711,88,0,12
Summer ,8/11/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,264.9,1.7%,4,65,291,1,8359,100,9,14
Summer ,8/12/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,127.3,1.7%,2,162,354,0,1651,97,4,5
Summer ,8/13/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,73,1.2%,1,130,114,7,45821,104,11,2
Summer ,8/14/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,192.2,1.3%,2,166,419,0,206,84,9,9
Summer ,8/15/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,26.1,1.2%,0,80,26,3,18060,70,9,12
Summer ,8/16/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,370.3,1.4%,5,227,1196,7,58721,84,10,15
Summer ,8/17/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,145.7,1.2%,2,140,252,5,41280,74,1,15
Summer ,8/18/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,570.2,1.5%,9,105,916,1,5676,67,2,5
Summer ,8/19/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,12.2,1.7%,0,211,45,5,25284,75,7,14
Summer ,8/20/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,414.7,1.3%,6,151,841,0,2270,54,11,11
Summer ,8/21/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,41,1.0%,0,208,83,7,54283,98,14,2
Summer ,8/22/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,15.3,1.1%,0,79,13,1,8669,85,6,11
Summer ,8/23/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,459.3,0.9%,4,157,676,4,13313,99,13,17
Summer ,8/24/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,664.7,1.5%,10,168,1679,6,31270,70,8,2
Summer ,8/25/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,458.6,1.5%,7,209,1463,5,33746,94,8,5
Summer ,8/26/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,13.2,1.2%,0,209,34,5,42312,101,15,15
Summer ,8/27/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,141.4,1.1%,2,152,231,5,25181,59,10,8
Summer ,8/28/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,160,1.5%,2,91,222,6,24871,81,13,3
Summer ,8/29/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,251,1.7%,4,135,588,0,2270,84,4,8
Summer ,8/30/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,545.6,1.6%,8,175,1498,7,58514,46,10,15
Summer ,8/31/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,538.5,1.5%,8,169,1399,7,50774,52,4,6
Fall ,9/1/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1099,1.2%,13,105,1382,9,76058,74,1,5
Fall ,9/2/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1198,1.3%,16,188,3028,6,49226,62,3,18
Fall ,9/3/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,987,1.3%,13,210,2701,4,17441,52,4,6
Fall ,9/4/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1057,1.6%,17,150,2533,6,33230,104,10,14
Fall ,9/5/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1157,1.5%,17,89,1546,4,30031,106,8,12
Fall ,9/6/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,916,1.9%,17,50,874,7,35810,95,14,17
Fall ,9/7/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,833,1.5%,12,110,1352,6,36739,84,3,9
Fall ,9/8/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1200,1.4%,16,209,3464,5,34882,73,13,3
Fall ,9/9/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1518,1.9%,29,205,6104,7,42415,55,15,12
Fall ,9/10/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1356,1.7%,23,151,3499,5,35294,102,8,9
Fall ,9/11/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1500,1.8%,26,75,2010,4,20640,71,17,11
Fall ,9/12/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1863,1.2%,22,196,4440,7,43757,105,6,14
Fall ,9/13/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1401,2.0%,29,178,5132,8,46234,97,19,15
Fall ,9/14/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1600,1.6%,25,70,1767,4,28999,89,13,14
Fall ,9/15/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,924,1.4%,13,138,1843,6,53045,77,4,14
Fall ,9/16/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,947,1.8%,17,171,2921,8,69144,65,13,6
Fall ,9/17/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1744,1.4%,24,52,1267,5,35398,98,15,15
Fall ,9/18/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1365,1.4%,20,53,1042,3,28690,80,13,11
Fall ,9/19/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1223,1.2%,15,171,2631,7,43860,65,8,6
Fall ,9/20/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1205,1.7%,21,128,2713,5,22910,79,8,12
Fall ,9/21/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1614,1.5%,25,156,3933,6,34262,79,19,3
Fall ,9/22/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1128,1.2%,14,82,1134,7,34159,71,14,6
Fall ,9/23/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,996,2.1%,21,119,2512,9,41280,57,19,12
Fall ,9/24/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1404,1.8%,25,83,2090,3,29515,56,7,3
Fall ,9/25/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1618,1.7%,28,164,4643,3,14242,104,8,11
Fall ,9/26/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1555,1.8%,28,149,4140,2,16615,54,13,12
Fall ,9/27/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1038,1.6%,17,113,1926,8,66358,65,5,2
Fall ,9/28/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1410,1.7%,24,60,1432,4,20846,55,19,8
Fall ,9/29/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1045,1.7%,18,72,1312,4,34056,55,12,6
Fall ,9/30/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1296,1.4%,19,177,3343,4,42931,92,11,6
Fall ,10/1/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1729,1.9%,33,64,2103,8,63984,68,1,17
Fall ,10/2/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1739,1.3%,22,113,2524,8,48607,68,12,17
Fall ,10/3/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1696,1.1%,19,131,2472,9,58308,87,12,5
Fall ,10/4/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1335,1.5%,20,80,1608,4,27038,111,9,12
Fall ,10/5/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1070,1.1%,11,151,1739,2,21878,83,8,15
Fall ,10/6/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,998,1.5%,15,55,827,2,27038,71,13,12
Fall ,10/7/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1369,1.9%,26,54,1401,6,47782,52,10,3
Fall ,10/8/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1408,1.8%,25,177,4436,5,42209,72,12,5
Fall ,10/9/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1040,1.3%,13,177,2355,5,17750,81,10,11
Fall ,10/10/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1412,1.7%,24,165,4050,6,56347,51,8,6
Fall ,10/11/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1098,1.2%,14,142,1940,9,67183,63,5,11
Fall ,10/12/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1540,1.4%,22,83,1837,5,34778,81,14,8
Fall ,10/13/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1379,1.4%,19,107,2077,3,14861,72,12,6
Fall ,10/14/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1322,1.8%,24,49,1179,3,32198,98,9,12
Fall ,10/15/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,977,1.5%,14,147,2104,5,31889,61,14,11
Fall ,10/16/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1576,1.7%,26,206,5426,2,18163,65,12,15
Fall ,10/17/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,956,1.5%,15,79,1163,4,23839,93,0,5
Fall ,10/18/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1322,1.7%,23,81,1862,5,43550,97,4,11
Fall ,10/19/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1826,1.8%,33,115,3891,3,17338,54,10,3
Fall ,10/20/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1264,1.7%,22,135,2998,6,50465,94,7,15
Fall ,10/21/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1281,1.3%,17,195,3300,5,28277,84,10,12
Fall ,10/22/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1691,1.2%,21,115,2453,4,23220,108,13,5
Fall ,10/23/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1300,1.3%,17,142,2379,9,48091,63,2,11
Fall ,10/24/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1035,1.2%,13,74,950,2,14551,64,3,3
Fall ,10/25/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1168,1.8%,21,166,3521,8,39216,93,5,6
Fall ,10/26/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,986,1.1%,11,56,624,6,47472,101,12,11
Fall ,10/27/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1217,1.9%,23,204,4842,3,17234,94,1,8
Fall ,10/28/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1496,2.1%,31,116,3699,5,51497,65,2,14
Fall ,10/29/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,996,1.8%,18,175,3181,5,30031,56,16,2
Fall ,10/30/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1484,1.5%,23,109,2531,6,37565,91,10,17
Fall ,10/31/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1071,1.6%,17,188,3266,3,28896,60,12,15
Fall ,11/1/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1828,1.7%,32,146,4711,8,40867,98,6,5
Fall ,11/2/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1523,1.2%,18,175,3173,4,39526,70,19,9
Fall ,11/3/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1320,1.2%,16,155,2534,5,28277,63,9,12
Fall ,11/4/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1395,1.4%,19,110,2161,6,21775,94,1,21
Fall ,11/5/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1280,1.9%,24,109,2651,6,44789,106,8,15
Fall ,11/6/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1338,1.5%,20,109,2201,4,26316,62,10,17
Fall ,11/7/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1369,1.7%,23,212,5042,3,20743,100,2,6
Fall ,11/8/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1168,1.9%,22,91,2033,6,39629,81,14,2
Fall ,11/9/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1346,1.7%,23,158,3724,5,28999,102,3,12
Fall ,11/10/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1208,1.8%,22,68,1518,9,46027,108,8,12
Fall ,11/11/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1226,1.8%,22,123,2706,9,67080,59,10,5
Fall ,11/12/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,913,1.1%,10,96,964,8,63778,90,14,20
Fall ,11/13/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1704,1.2%,21,99,2060,6,22807,82,8,8
Fall ,11/14/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,772,1.5%,12,183,2199,5,32198,86,11,12
Fall ,11/15/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,898,1.6%,14,110,1557,3,19814,84,5,8
Fall ,11/16/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1377,1.6%,21,89,1922,2,19505,91,10,18
Fall ,11/17/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1596,1.2%,19,188,3600,3,30238,96,8,11
Fall ,11/18/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1340,1.3%,18,109,1943,2,13313,91,3,18
Fall ,11/19/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1667,1.5%,26,162,4215,6,36636,68,8,9
Fall ,11/20/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1800,1.7%,30,191,5804,4,20640,93,3,2
Fall ,11/21/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1102,1.2%,13,135,1770,6,22910,71,6,15
Fall ,11/22/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1225,1.2%,15,95,1409,4,23736,53,2,5
Fall ,11/23/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1339,1.2%,16,80,1326,4,32405,102,11,9
Fall ,11/24/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1152,1.8%,21,214,4501,6,56657,55,1,6
Fall ,11/25/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1286,2.1%,26,123,3296,8,62746,61,3,14
Fall ,11/26/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1578,2.0%,31,189,5898,6,50981,76,2,5
Fall ,11/27/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1404,1.5%,21,62,1289,2,22807,67,12,15
Fall ,11/28/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1444,1.9%,28,70,1991,9,49639,77,4,0
Fall ,11/29/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1293,2.0%,25,155,3981,4,27864,96,5,8
Fall ,11/30/2024,Delhi,28.7041,77.1025,Instagram,Desktop,Discount,1754,1.5%,26,169,4457,2,11352,88,9,6
Spring ,3/1/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,998.6,1.1%,11,96,1097,5,32508,64,8,20
Spring ,3/2/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1073.2,1.2%,13,98,1273,4,23117,58,18,5
Spring ,3/3/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1586.6,1.7%,27,78,2099,3,16099,80,9,20
Spring ,3/4/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1484.4,1.0%,15,171,2600,4,15686,57,6,11
Spring ,3/5/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,877.6,1.4%,13,192,2451,1,4128,86,15,17
Spring ,3/6/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1318,1.7%,22,121,2720,3,15170,83,13,17
Spring ,3/7/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1620.2,1.9%,32,155,4961,4,25594,72,6,17
Spring ,3/8/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1330.2,1.8%,24,132,3263,6,41486,80,14,17
Spring ,3/9/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,832.8,1.8%,15,144,2158,5,38700,59,18,5
Spring ,3/10/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1370.4,1.6%,22,57,1245,4,14448,69,11,5
Spring ,3/11/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,882.6,1.7%,15,165,2483,4,30547,92,16,18
Spring ,3/12/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1171.8,1.6%,19,100,1885,4,30547,76,10,18
Spring ,3/13/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1295.6,2.1%,27,39,1071,3,22601,71,14,9
Spring ,3/14/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1076.6,2.1%,22,42,942,6,42725,74,17,20
Spring ,3/15/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1206.8,1.6%,20,157,3128,6,45202,89,9,9
Spring ,3/16/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1596.2,1.4%,22,198,4512,6,18576,75,9,15
Spring ,3/17/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1646.6,1.4%,23,161,3754,6,28483,108,8,5
Spring ,3/18/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1267.8,1.2%,15,92,1439,1,4128,104,8,17
Spring ,3/19/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1244.6,1.6%,20,176,3558,1,4541,76,14,11
Spring ,3/20/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,983.8,1.8%,18,189,3367,7,35398,59,6,14
Spring ,3/21/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1461.2,1.9%,28,154,4420,6,24768,60,8,17
Spring ,3/22/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,1350.2,1.5%,20,107,2161,5,36636,55,9,12
Spring ,3/23/2024,Mumbai,19.076,72.8777,Instagram,Desktop,Discount,934,1.9%,18,192,3445,1,5057,99,18,5
